image,timestamp,experiment,training,dev,dev_resampled,test,test_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-10-04--07-34-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:35:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.942114,764.653333,23.8,,0.100573,0.105312,0.182242,0.163411,0.119824,0.169386,0.028622,0.126124,0.408709,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-35-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:35:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.936259,764.6,23.8,,0.100691,0.105383,0.182356,0.163426,0.119859,0.169438,0.028607,0.126221,0.408794,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-35-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:36:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.930404,764.546667,23.8,,0.100771,0.105427,0.182382,0.16346,0.119878,0.16946,0.028611,0.126179,0.408796,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-36-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:36:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.930404,764.546667,23.8,,0.100882,0.105481,0.182374,0.163491,0.119855,0.169423,0.028613,0.126202,0.40883,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-36-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:37:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.930404,764.546667,23.8,,0.100955,0.105495,0.182352,0.163409,0.119859,0.169364,0.028598,0.126158,0.408752,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-37-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:37:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.925281,764.5,23.8,,0.101062,0.105573,0.182284,0.16345,0.119844,0.169367,0.028607,0.126143,0.408791,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-37-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:38:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101164,0.10559,0.182351,0.16343,0.119866,0.169432,0.028587,0.126194,0.408751,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-38-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:38:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101247,0.105672,0.182358,0.163429,0.119882,0.169415,0.02862,0.126149,0.408825,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-38-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:39:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.930404,764.546667,23.8,,0.101362,0.105704,0.182375,0.163421,0.119817,0.169366,0.028584,0.126149,0.408756,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-39-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:39:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101406,0.105756,0.182388,0.163452,0.119838,0.169428,0.028608,0.126178,0.408729,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-39-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:40:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101469,0.105804,0.182381,0.163493,0.11985,0.16939,0.028612,0.126194,0.40885,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-40-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:40:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.942114,764.653333,23.8,,0.101572,0.105855,0.182397,0.163447,0.119826,0.169443,0.028581,0.126151,0.408627,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-40-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:41:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.453333,84.026813,764.646667,23.8,,0.10165,0.105881,0.182375,0.163461,0.119815,0.16947,0.028613,0.12614,0.408718,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-41-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:41:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.936259,764.6,23.8,,0.101717,0.105875,0.182359,0.163436,0.1198,0.169389,0.028602,0.126167,0.408777,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-41-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:42:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.936259,764.6,23.8,,0.101789,0.10598,0.182438,0.163427,0.119847,0.169415,0.02861,0.126157,0.408778,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-42-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:42:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101857,0.106004,0.182477,0.163414,0.119839,0.169431,0.028604,0.12621,0.408713,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-42-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:43:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.10194,0.106,0.182455,0.163387,0.119825,0.169371,0.028584,0.126092,0.408711,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-43-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:43:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.941382,764.646667,23.8,,0.101977,0.106047,0.18247,0.16345,0.119831,0.169442,0.028612,0.12612,0.408737,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-43-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:44:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.5,84.101575,764.646667,23.8,,0.102065,0.106091,0.182545,0.163439,0.119856,0.169423,0.028621,0.126157,0.408806,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-44-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:44:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.5,84.107441,764.7,23.8,,0.102103,0.106117,0.182443,0.163428,0.119843,0.169411,0.028601,0.126115,0.408699,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-44-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:45:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.5,84.107441,764.7,23.8,,0.102229,0.10615,0.182483,0.163437,0.119838,0.169386,0.028591,0.126175,0.408768,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-45-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:45:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.5,84.107441,764.7,23.8,,0.102269,0.106177,0.182472,0.163419,0.119851,0.169393,0.028611,0.126194,0.408757,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-45-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:46:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.5,84.101575,764.646667,23.8,,0.102313,0.106206,0.182481,0.16339,0.119838,0.169398,0.028598,0.126163,0.408697,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-46-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:46:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.947237,764.7,23.8,,0.102423,0.10629,0.18242,0.163449,0.119858,0.169434,0.028606,0.126147,0.40881,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-46-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:47:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.947237,764.7,23.8,,0.102416,0.106234,0.182419,0.163398,0.119835,0.169409,0.028592,0.126142,0.408659,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-47-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:47:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.4,83.942114,764.653333,23.8,,0.10249,0.106315,0.182498,0.163401,0.119841,0.169368,0.028572,0.126143,0.40875,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-47-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:48:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.3,83.776075,764.6,23.8,,0.102512,0.106328,0.1825,0.163416,0.119832,0.169447,0.028594,0.126171,0.408745,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-48-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:48:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.2,83.626827,764.7,23.8,,0.102594,0.106369,0.182476,0.163352,0.119853,0.169393,0.028575,0.126141,0.408818,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-48-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:49:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,52.1,83.466623,764.7,23.8,,0.102599,0.106337,0.182437,0.163384,0.119839,0.169456,0.028589,0.126131,0.408797,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-49-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:49:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.953333,83.231656,764.7,23.8,,0.102701,0.106417,0.182517,0.163437,0.119879,0.169408,0.028618,0.126141,0.408732,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-49-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:50:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.13534,764.6,23.753333,,0.102755,0.106427,0.182514,0.16341,0.119849,0.169444,0.028606,0.126234,0.408734,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-50-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:50:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.853333,83.060588,764.6,23.7,,0.102766,0.106456,0.18257,0.163443,0.11982,0.169363,0.028597,0.126146,0.40869,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-50-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:51:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.8,82.980944,764.653333,23.7,,0.102797,0.106465,0.182442,0.163358,0.119812,0.169395,0.028587,0.126161,0.408712,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-51-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:51:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.846667,83.060771,764.7,23.7,,0.102906,0.106476,0.182473,0.163371,0.119869,0.16938,0.028615,0.126081,0.408677,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-51-57_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:52:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.140414,764.646667,23.7,,0.102922,0.106549,0.182575,0.163441,0.119858,0.169443,0.028592,0.126238,0.408785,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-52-28_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:52:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.146213,764.7,23.7,,0.102945,0.106511,0.182475,0.163428,0.119836,0.169396,0.028602,0.126158,0.408788,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-52-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:53:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.146213,764.7,23.7,,0.102976,0.106632,0.182685,0.163383,0.119852,0.169392,0.028577,0.126135,0.408618,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-53-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:53:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.140414,764.646667,23.7,,0.103026,0.106553,0.182461,0.16337,0.119855,0.169357,0.028585,0.126167,0.408709,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-53-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:54:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.9,83.146213,764.7,23.7,,0.103063,0.106581,0.182527,0.163419,0.11982,0.169401,0.028604,0.126107,0.408767,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-54-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:54:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.853333,83.071451,764.7,23.7,,0.103055,0.106583,0.182426,0.163402,0.119843,0.169417,0.028617,0.126099,0.408763,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-54-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:55:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.8,82.986009,764.7,23.7,,0.103106,0.106591,0.182522,0.163396,0.119818,0.16939,0.028596,0.126171,0.4087,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-55-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:55:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.753333,82.911247,764.7,23.7,,0.103138,0.106672,0.18247,0.163403,0.119819,0.169387,0.028604,0.12613,0.408674,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-55-58_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:56:03,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.653333,82.751042,764.7,23.7,,0.103209,0.106651,0.18254,0.163423,0.119845,0.169433,0.028583,0.126111,0.408709,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
2019-10-04--07-56-27_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-04 07:56:33,2019-10-03--16-00-57-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,51.553333,82.590837,764.7,23.7,,0.103189,0.106677,0.18252,0.163391,0.119821,0.169408,0.028623,0.126125,0.40867,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",127,True
